"Player Details","","","","","","Target Share","","","","","","","","","","","","","","","","","",""
"Rank","Name","Team","POS","G","Season","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18","TM TGT %"
"137","Jake Tonges","SF","TE","11","2025","8.6","12.8","7.3","13.2","22.4","17.9","0.0","3.1","0.0","0.0","0.0","","","","","","","","9.0"
"138","Gunnar Helm","TEN","TE","10","2025","7.1","6.1","7.9","3.8","12.8","7.9","14.7","7.9","4.8","","10.8","","","","","","","","8.7"
"139","Isaiah Likely","BLT","TE","7","2025","","","","0.0","5.0","5.9","","9.1","17.4","13.8","12.0","","","","","","","","8.6"
"140","Isaiah Bond","CLV","WR","9","2025","2.2","4.2","11.1","17.1","15.2","9.6","0.0","11.4","","","3.8","","","","","","","","8.5"
"141","Darnell Washington","PIT","TE","10","2025","0.0","2.9","0.0","13.6","","16.7","14.7","0.0","17.1","3.2","16.1","","","","","","","","8.5"
"142","Demarcus Robinson","SF","WR","8","2025","","","","5.3","14.3","7.7","3.8","9.4","4.2","10.3","7.7","","","","","","","","8.4"
"143","DeAndre Hopkins","BLT","WR","10","2025","10.5","6.9","7.1","3.0","10.0","11.8","","4.5","4.3","10.3","16.0","","","","","","","","8.4"
"144","Tyler Lockett","LV, TEN","WR","10","2025","3.6","6.1","10.5","11.5","7.7","7.9","5.9","","2.6","22.2","7.1","","","","","","","","8.1"
"145","Bo Melton","GB","WR","2","2025","","","","","","","","","","13.9","0.0","","","","","","","","8.1"
"146","Tyquan Thornton","KC","WR","10","2025","10.3","17.2","24.3","2.7","12.2","0.0","5.7","0.0","2.9","","4.4","","","","","","","","8.0"
"147","Elijah Arroyo","SEA","TE","10","2025","4.3","9.1","4.8","15.4","2.9","7.4","15.6","","8.3","8.3","4.5","","","","","","","","8.0"
"148","Justin Watson","HST","WR","2","2025","7.4","8.3","","","","","","","","","","","","","","","","","7.8"
"149","Luther Burden","CHI","WR","9","2025","2.9","6.1","10.7","5.4","","13.8","7.7","2.6","","8.3","15.6","","","","","","","","7.8"
"150","Mike Gesicki","CIN","TE","6","2025","13.0","8.9","11.1","4.0","12.5","0.0","","","","","","","","","","","","","7.8"
"151","KaVontae Turpin","DAL","WR","8","2025","5.9","7.7","6.7","10.0","","","3.3","14.3","7.7","","6.1","","","","","","","","7.8"
"152","JuJu Smith-Schuster","KC","WR","10","2025","12.8","6.9","10.8","13.5","7.3","10.0","8.6","5.9","2.9","","0.0","","","","","","","","7.8"
"153","Dont'e Thornton","LV","WR","9","2025","11.8","9.3","13.8","9.5","5.6","0.0","16.7","","","7.4","0.0","","","","","","","","7.7"
