season,week,team,off_plays,off_epa_total,off_success_rate,off_pass_plays,off_rush_plays,off_epa_per_play,def_plays,def_epa_total,def_success_rate,def_epa_per_play
2013,1,ARI,70,3.676301265116993,0.4857142857142857,44,26,0.05251858950167133,63,-2.3463020683855733,0.4444444444444444,-0.03724288997437418
2013,1,ATL,55,-1.7126908491882258,0.4,41,14,-0.031139833621604104,66,3.4656714427213378,0.3939393939393939,0.052510173374565726
2013,1,BAL,87,-3.0334576442054892,0.3448275862068966,66,21,-0.03486732924374126,68,22.945259795931634,0.47058823529411764,0.3374302911166417
2013,1,BUF,61,-6.077960727270693,0.4262295081967213,27,34,-0.09963870044706054,89,-9.841916009375538,0.42696629213483145,-0.11058332594803975
2013,1,CAR,50,1.354890891292598,0.5,24,26,0.027097817825851963,62,3.38442896951051,0.5,0.054587564024363065
2013,1,CHI,61,4.982891686420849,0.47540983606557374,33,28,0.08168674895771882,55,3.2073688177624717,0.4909090909090909,0.05831579668659039
2013,1,CIN,55,3.2073688177624717,0.4909090909090909,34,21,0.05831579668659039,61,4.982891686420849,0.47540983606557374,0.08168674895771882
2013,1,CLE,72,-12.560792358167625,0.3472222222222222,59,13,-0.1744554494189948,65,-1.095665248406124,0.35384615384615387,-0.016856388437017294
2013,1,DAL,75,-12.197600097223704,0.4,52,23,-0.16263466796298273,59,-5.7422357868600375,0.5084745762711864,-0.09732603028576335
2013,1,DEN,68,22.945259795931634,0.47058823529411764,45,23,0.3374302911166417,87,-3.0334576442054892,0.3448275862068966,-0.03486732924374126
2013,1,DET,77,1.5503061565987002,0.4675324675324675,43,34,0.020133846189593508,53,-6.145721473008546,0.39622641509433965,-0.11595700892468955
2013,1,GB,58,10.313034735096153,0.5,39,19,0.17781094370855435,75,17.870288824528426,0.4666666666666667,0.23827051766037902
2013,1,HOU,75,8.108804310120288,0.48,47,28,0.10811739080160383,51,1.460797718144022,0.37254901960784315,0.02864309251262788
2013,1,IND,53,9.253475020173937,0.41509433962264153,27,26,0.17459386830516863,63,13.652379713770287,0.5079365079365079,0.21670443990111568
2013,1,JAX,70,-34.59452509137918,0.2714285714285714,47,23,-0.4942075013054169,62,-0.8283214396797121,0.41935483870967744,-0.013360023220640517
2013,1,KC,62,-0.8283214396797121,0.41935483870967744,35,27,-0.013360023220640517,70,-34.59452509137918,0.2714285714285714,-0.4942075013054169
2013,1,LA,63,-2.3463020683855733,0.4444444444444444,38,25,-0.03724288997437418,70,3.676301265116993,0.4857142857142857,0.05251858950167133
2013,1,LAC,51,1.460797718144022,0.37254901960784315,31,20,0.02864309251262788,75,8.108804310120288,0.48,0.10811739080160383
2013,1,LV,63,13.652379713770287,0.5079365079365079,30,33,0.21670443990111568,53,9.253475020173937,0.41509433962264153,0.17459386830516863
2013,1,MIA,65,-1.095665248406124,0.35384615384615387,42,23,-0.016856388437017294,72,-12.560792358167625,0.3472222222222222,-0.1744554494189948
2013,1,MIN,53,-6.145721473008546,0.39622641509433965,31,22,-0.11595700892468955,77,1.5503061565987002,0.4675324675324675,0.020133846189593508
2013,1,NE,89,-9.841916009375538,0.42696629213483145,55,34,-0.11058332594803975,61,-6.077960727270693,0.4262295081967213,-0.09963870044706054
2013,1,NO,66,3.4656714427213378,0.3939393939393939,37,29,0.052510173374565726,55,-1.7126908491882258,0.4,-0.031139833621604104
2013,1,NYG,59,-5.7422357868600375,0.5084745762711864,45,14,-0.09732603028576335,75,-12.197600097223704,0.4,-0.16263466796298273
2013,1,NYJ,73,-8.073995247283696,0.3835616438356164,44,29,-0.1106026746203246,59,-5.330045530582749,0.2711864406779661,-0.09033975475563982
2013,1,PHI,77,1.1144406354123415,0.4675324675324675,28,49,0.014473255005355085,71,-1.3287776591252247,0.5070422535211268,-0.018715178297538375
2013,1,PIT,53,-11.48580444988329,0.37735849056603776,38,15,-0.21671329150723187,63,-4.678659932926407,0.3968253968253968,-0.07426444337978423
2013,1,SEA,62,3.38442896951051,0.5,36,26,0.054587564024363065,50,1.354890891292598,0.5,0.027097817825851963
2013,1,SF,75,17.870288824528426,0.4666666666666667,41,34,0.23827051766037902,58,10.313034735096153,0.5,0.17781094370855435
2013,1,TB,59,-5.330045530582749,0.2711864406779661,34,25,-0.09033975475563982,73,-8.073995247283696,0.3835616438356164,-0.1106026746203246
2013,1,TEN,63,-4.678659932926407,0.3968253968253968,21,42,-0.07426444337978423,53,-11.48580444988329,0.37735849056603776,-0.21671329150723187
2013,1,WAS,71,-1.3287776591252247,0.5070422535211268,53,18,-0.018715178297538375,77,1.1144406354123415,0.4675324675324675,0.014473255005355085
2013,2,ARI,67,-12.897794082009671,0.3582089552238806,42,25,-0.19250438928372643,57,-2.4200788149876065,0.42105263157894735,-0.04245752306995801
2013,2,ATL,61,7.937371374806389,0.4426229508196721,45,16,0.1301208422099408,73,3.8603707256835444,0.4794520547945205,0.05288179076278828
2013,2,BAL,71,-3.9854220656038972,0.39436619718309857,35,36,-0.05613270514935066,62,-11.52834422154777,0.3387096774193548,-0.18594103583141564
2013,2,BUF,74,4.403441451516276,0.5135135135135135,41,33,0.05950596556103076,76,-4.471524661606492,0.3815789473684211,-0.05883585081061173
